Term	Language ID	Definition	External cross reference (definition)	Note (definition)	Note (Term)	Part of speech	Grammatical gender	Grammatical number	Pronunciation	Etymology	Orthographic variant	Acronym	Full form	Abbreviation	Derivative	Collocation	Synonym	Quasi synonym	Hypernym	Hyponym	Context	External cross reference (context)	Register	Common name	Scientific name	Domain	Subdomain	Sub-subdomain
expiration	fr	Phase de la retro-olfaction qui prévoit l'action d'expirer de l'air par le nez afin de faire circuler les arômes du vin et de les faire remonter dans la fosse nasale.	NA	définition rédigée grâce aux sites suivants : https://www.cavacave.com/fr/info/les-etapes-de-la-degustation-de-vin, https://interwd.be/principes-de-la-degustation/	NA	substantif	féminin	singulier	\ɛk.spi.ʁa.sjɔ̃\	Du latin exspiratio (« exhalaison »)	NA	NA	NA	NA	expirer, expiré	expiration de l'air, expiration par le nez	évacuer	NA	retro-olfaction	NA	Rétronasal : qualifie les sensations olfactives (et leurs voies d'accès) dont les stimulus sont amenés sur la muqueuse olfactive par expiration et en particulier à partie des produits mis dans la bouche.	https://vinquebec.com/vocabulaire	Non spécialisé et spécialisé	expiration	expiration	œnologie	dégustation	examen gustatif
finale	fr	La finale constitue la dernière phase de la dégustation du vin, lorsque le vin a été avalé ou recraché et on évalue sa impression globale et la persistance de ses arômes en bouche.	NA	définition rédigée en consultant le site suivant : http://www.vinairium.com/degustation_du_vin.php	NA	substantif	féminin	singulier	\fi.nal\	du latin finalis	NA	NA	NA	NA	fin	persistant en finale, la finale signe	fin de bouche, persistance, persistance aromatique intense, longueur en bouche	NA	examen gustatif	NA	On « découpe » généralement la dégustation d’un vin en 3 phases distinctes, appelées attaque, milieu et finale.	https://epicurioos.com/blog/article/3-le-vin-et-sa-bouche.html	spécialisé	NA	finale	œnologie	dégustation	examen gustatif
goût de bouchon	fr	Le goût de bouchon est un terme assez large décrivant un groupe d'odeurs et de goûts indésirables trouvés dans le vin. C'est une odeur qui rappelle le liège, la poussière, le moisi, liée au TCA 2,4,6-trichloroanisole qui serait le principal contaminant.	https://fr.wikipedia.org/wiki/Go%C3%BBt_de_bouchon	NA	NA	locution nominale	masculin	singulier	\ɡu də bu.ʃɔ̃\	Du latin gŭstus (sens identique) issu du verbe gustare (« goûter »), dont est issu gustatif + De l’ancien français bousche (« touffe d’herbe »).	NA	NA	NA	NA	NA	le goût de bouchon masque…	vin bouchonné	odeur de bouchon	défauts du vin	NA	Cependant certains arômes s’apparentent au goût de bouchon, sans l’être. Ils peuvent être dus à à un mauvais lavage des bouteilles, à une vendange atteinte par la pourriture ou à une mauvaise hygiène de cave.	https://www.oenologie.fr/actualite/gout-bouchon	spécialisé et non spécialisé	goût de bouchon	goût de bouchon	œnologie	dégustation	examen gustatif
attaque	fr	La dégustation d’un vin en bouche se décompose en trois périodes, dont l’attaque est la première étape. Elle correspond au moment où l’on va mettre une petite quantité de vin en bouche tout en aspirant une faible quantité d’air, afin que le vin libère ses premiers arômes.	https://www.larvf.com/,attaque-definition-dictionnaire-du-vin-vocabulaire-lexique,10355,4025451.asp#:~:text=Attaque%20(l%27)%20%3A%20La,vin%20lib%C3%A8re%20ses%20premiers%20ar%C3%B4mes.	NA	NA	substantif	féminin	singulier	\a.tak\	(1596) Déverbal sans suffixe de attaquer.	NA	NA	NA	NA	attaquer, attaqué	NA	première impression/sensation	NA	examen gustatif	NA	Dès l’attaque en bouche, Cristal 2012 emballe le palais par sa texture soyeuse et savoureuse.	https://www.millesima.fr/champagne-louis-roederer-cristal-2012.html	spécialisé	première impression	attaque	œnologie	dégustation	examen gustatif
aspiration	fr	Absorber l'air, un gaz, etc., par les voies respiratoires, le faire pénétrer dans les poumons. En dégustation, l'action d'aspirer de l'air permet au vin déjà échauffé de libérer ses arômes dans la cavité buccale.	NA	définition rédigée en consultant les sites : https://www.oenologie.fr/oeno/analyse/analysesenso5.shtml, https://www.larousse.fr/dictionnaires/francais/aspirer/5753	NA	substantif	féminin	singulier	\as.pi.ʁa.sjɔ̃\	Du latin aspiratio	NA	NA	NA	NA	aspirer, aspiré	aspirer un filet/un peu d'air	inspirer, inhaler	grumer	retro-olfaction	NA	Un vin en bouche ne s’avale pas directement. Il faut, après la mise en bouche, aspirer un filet d’air pour libérer les arômes.	https://www.usoe.ch/f/etre-oenologue/10-etapes-de-la-production-du-vin/degustation.asp	spécialisé et non spécialisé	aspiration	aspiration	œnologie	dégustation	examen gustatif
goût de lessive	fr	Arôme éthéré et fermentaire d'un vin ayant un défaut de fermentation. Peut également provenir d'un mauvais lavage ou d'un mauvais rinçage des verres.	https://www.abcduvin.com/index.php/term/4,2102.xhtml#:~:text=Ar%C3%B4me%20%C3%A9th%C3%A9r%C3%A9%20et%20fermentaire%20d,un%20mauvais%20rin%C3%A7age%20des%20verres.	NA	ce terme n'est pas du tout courant en français, on ne trouve que « goût de lessive » et « goût de savon » peu de fois.	locution nominale	masculin	singulier	\gudəle.siv\	Du latin gŭstus (sens identique) issu du verbe gustare (« goûter »), dont est issu gustatif + (XIIIe siècle) lissive (XIVe siècle) par dissimilation du premier \i\ en \ɛ\ : lessive (« solution alcaline qui sert à nettoyer le linge sale ») dérive du latin lixiva (aqua) (« solution à base de cendre qui sert à laver »), substantivation de l’adjectif lixivus dérivé de lix ou lixa (« eau chaude pour la lessive »). L’ancien français avait aussi buée qui survit avec le sens de « lessive » dans certains dialectes.	NA	NA	NA	NA	NA	NA	goût de savon	NA	défauts du vin	NA	Le goût de lessive  : Les verres ont été lavés avec un détergent trop puissant, mal rincés, ou encore essuyés avec un torchon lui-même imprégné d'odeurs parasites	https://avis-vin.lefigaro.fr/connaitre-deguster/o35131-les-differents-mauvais-gouts-du-vin	spécialisé	NA	goût de lessive	œnologie	dégustation	examen gustatif
sensation gustative primaire	fr	Les sensations gustatives sont des sensations qui déterminent la saveur d'un vin. On peut définir une sensation gustative en utilisant l'adjectif « primaire » lorsqu'elle contribue à déterminer la saveur du vin de manière particulière et en plus grande quantité.	NA	définition rédigée à partir de la consulation de plusieurs contextes d'occurrence du terme complexe  « sensation gustative » et en cherchant d'intégrer le sens italien à cette définition-là. Voilà un exemple de sites consultés : https://www.sommeliervirtuel.com/analyse-gustative-du-vin/	du point de vue sémantique, ce terme est une paraphrase possible du terme italien « macrosensazione » dont le correspondant français n'existe pas.	locution nominale	féminin	singulier	\sɑ̃.sa.sjɔ̃ɡys.ta.tivpʁi.mɛʁ\	Du latin sensatio (« compréhension »), dérivé de sentire (« sentir »). Tombé en désuétude, le mot a été repris au XVIIe siècle + Du latin gustatum, forme du verbe latin gustare « goûter » + Du latin primarius.	NA	NA	NA	NA	NA	percevoir/ressentir une sensation gustative	NA	composant principal	sensations gustatives	sucré, acidité	AMER: s’emploie pour indiquer une sensation gustative que l’on ressent quand les récepteurs nerveux spéciaux situés à la base de la langue sont excités.	https://www.sapereta.it/fr/glossaire-oenologique/	spécialisé	NA	sensation gustative primaire	œnologie	dégustation	examen gustatif
sensation gustative secondaire	fr	Les sensations gustatives sont des sensations qui déterminent la saveur d'un vin. On peut définir une sensation gustative en utilisant l'adjectif « secondaire » lorsqu'elle contribue moins à déterminer la saveur du vin et en mineure quantité, par rapport aux sensations gustatives primaires (telles que l'acidité et le sucré).	NA	définition rédigée à partir de la consulation de plusieurs contextes d'occurrence du terme complexe  « sensation gustative » et en cherchant d'intégrer le sens italien à cette définition-là. Voilà un exemple de sites consultés : https://www.sommeliervirtuel.com/analyse-gustative-du-vin/	du point de vue sémantique, ce terme est une paraphrase possible du terme italien « microsensazione » dont le correspondant français n'existe pas.	locution nominale	féminin	singulier	\sɑ̃.sa.sjɔ̃ɡys.ta.tivsə.ɡɔ̃.dɛʁ\	Du latin sensatio (« compréhension »), dérivé de sentire (« sentir »). Tombé en désuétude, le mot a été repris au XVIIe siècle + Du latin gustatum, forme du verbe latin gustare « goûter » + Du latin segundus, de secundarius (« de second rang »).	NA	NA	NA	NA	NA	percevoir/ressentir une sensation gustative	NA	NA	sensations gustatives	sapidité, amertume	La sensation que l’on appelle le goût est, en réalité, la résultante d’une sensation gustative proprement dite (impression donnée par la combinaison des saveurs) et de sensations olfactives : la flaveur.	https://fr.wikipedia.org/wiki/D%C3%A9gustation_du_vin	spécialisé	NA	sensation gustative secondaire	œnologie	dégustation	examen gustatif
minéralité	fr	La minéralité est encore mal définie, voir indescriptible pour 13 % des dégustateurs, elle semble être perçue par la salinité et l'acidité. Les arômes associés sont détectés lors de la présence de SO2 libre, d'ions calcium et sodium et d'acide malique. Les arômes associés sont ceux de fumé, de pierre à fusil, de silex, de craie, de salinité, ou de pétrole.	https://fr.wikipedia.org/wiki/D%C3%A9gustation_du_vin#Min%C3%A9ralit%C3%A9	NA	NA	substantif	féminin	singulier	\mi.ne.ʁa.li.te\	Dérivé de minéral avec le suffixe -ité. Néologisme apparu en français dans les années 1980 et encore absent des dictionnaires généralistes	NA	NA	NA	NA	minéral, minéraliser	vive minéralité, sensation de minéralité, une finale minérale, dévoiler/mettre en évidence une minéralité	arôme minéral, salinité, sapidité	NA	sensations gustatives	arômes minéraux : Roches (pierre à fusil, silex, caillou, argile, hydrocarbure) ; Métaux (cuivre, fer, aluminium).	La franchise de l’attaque met en lumière une matière ample et texturée évoluant avec une grande vivacité au palais. Structurée par de beaux Pinots Noirs, la bouche met en évidence une vive minéralité.	https://www.millesima.fr/champagne-veuve-clicquot-vintage-rose-2008.html	spécialisé	NA	minéralité	œnologie	dégustation	examen gustatif
mucine	fr	La mucine est une protéine lubrifiante de la salive qui se neutralise sous l'effet des tanins, dans le procès d'astringence.	NA	définition rédigée à partir du site suivant : https://fr.wikipedia.org/wiki/Astringence	NA	substantif	féminin	singulier	\my.sin\	Du latin mucus	NA	NA	NA	NA	NA	neutraliser la mucine, propriété de la mucine	NA	NA	salivation	NA	Les tannins réduisent progressivement l’efficacité des mucines dans la salive en tant que lubrifiant. Ces tannins deviennent donc de plus en plus perceptibles jusqu’au moment où ils paraissent astringents, puis durs et agressifs.	http://www.eccevino.com/courses/le-role-de-la-salive-dans-la-degustation-22/	spécialisé	NA	mucine	œnologie	dégustation	examen gustatif
muqueuse buccale	fr	Membrane richement vascularisée et innervée, qui tapisse la paroi interne des lèvres, des joues et la partie inférieure des arcades dentaires. La muqueuse buccale sécrète en permanence une substance humidifiante appelée mucus. Celle-ci, de même que la salive, produite par les glandes salivaires, joue un rôle dans l'appréciation du goût des aliments.	https://www.larousse.fr/encyclopedie/medical/muqueuse_buccale/14654	NA	ce terme n'est utilisé qu'au pluriel.	locution nominale	féminin	singulier	\my.køzby.kal\	Du latin mucosus, apparenté à mucus + Du latin bucca (« bouche »).	NA	NA	NA	NA	muqueuse de la bouche	sensation au niveau de la muqueuse buccale, la muqueuse buccale perçoit…	muqueuse orale/de la bouche, pellicule mucosale	NA	cavité buccale	NA	Si l’astringence est nécessaire à l’équilibre d’un vin, elle est pourtant rejetée par la majorité des consommateurs. Pour eux, évidemment c’est un défaut qui se manifeste par un rétrécissement ou un étirement de la muqueuse buccale.	https://dico-du-vin.com/astringence-dans-le-vin-une-histoire-de-pepins-et-de-proteines/	spécialisé	NA	muqueuse buccale	œnologie	dégustation	examen gustatif
ossature	fr	La notion d'ossature décrit l'aptitude d'un vin à « occuper » toute la bouche, c'est-à-dire à solliciter tous les capteurs sensoriels de manière équilibrée. Globalement, tous les paramètres modifient la structure : l'alcool, l'acidité, les tanins, la présence de sucres, etc.	https://fr.wikipedia.org/wiki/D%C3%A9gustation_du_vin	NA	NA	substantif	féminin	singulier	\ɔ.sa.tyʁ\	Du latin os, ossis : os	NA	NA	NA	NA	NA	NA	charpente, structure, volume, corps	NA	NA	ossature squelettique, petite, fluette, mince, légère, bien structurée, étoffée, corpulente, charpentée, massive.	En résumé, les tanins sont au vin rouge ce que l’acidité est au vin blanc. Sa structure, sa charpente, son ossature. Sans eux, le vin s’effondrerait !	https://levinpourtous.com/6-mots-a-connaitre-pour-decrire-les-tanins-dans-le-vin/	spécialisé	corps	ossature	œnologie	dégustation	examen gustatif
Persistance Aromatique Intense	fr	Temps évalué en secondes (ou caudalies) pendant lequel l’arôme persiste en bouche après avoir avalé ou recraché le vin.	http://www.farum.it/glos_enol/show.php?id=3269	NA	NA	locution nominale	féminin	singulier	\pεʀsistɑ ̃:saʀ ɔmatikε ̃tɑ ̃:s\	Dér. de persister; suff. -ance + Empr. au b. lat. Aromaticus + Empr. au b. lat.intensus « intense, violent », part. passé adj. de intendere (v. entendre).	persistance aromatique intense	P.A.I.	NA	NA	NA	mesurer/évaluer la Persistance Aromatique Intense	arôme de bouche	longueur	retro-olfaction	NA	La «longueur», ou persistance aromatique intense (PAI), c'est le temps en secondes (ou caudalies) pendant lequel l'arôme persiste en bouche après qu'on a avalé ou recraché le vin.	http://www.vinairium.com/degustation_du_vin.php	spécialisé	persistance	Persistance Aromatique Intense	œnologie	dégustation	examen gustatif
